,id,crystal_system,point_group
6780,mp-1097121,orthorhombic,mmm
6781,mp-1097122,orthorhombic,mmm
6782,mp-1097123,orthorhombic,mmm
6783,mp-1097124,orthorhombic,mmm
6784,mp-1097125,orthorhombic,mmm
6785,mp-1097126,orthorhombic,mmm
6786,mp-1097127,orthorhombic,mmm
6787,mp-1097128,orthorhombic,mmm
6788,mp-1097129,orthorhombic,mmm
6789,mp-1097130,orthorhombic,mmm
6790,mp-1097131,orthorhombic,mmm
6791,mp-1097132,orthorhombic,mmm
6792,mp-1097133,orthorhombic,mmm
6793,mp-1097134,orthorhombic,mmm
6794,mp-1097135,orthorhombic,mmm
6795,mp-1097136,orthorhombic,mmm
6796,mp-1097137,orthorhombic,mmm
6797,mp-1097138,orthorhombic,mmm
6798,mp-1097139,orthorhombic,mmm
6799,mp-1097140,orthorhombic,mmm
6800,mp-1097141,orthorhombic,mmm
6801,mp-1097142,orthorhombic,mmm
6802,mp-1097143,orthorhombic,mmm
6803,mp-1097144,orthorhombic,mmm
6804,mp-1097145,orthorhombic,mmm
6805,mp-1097146,orthorhombic,mmm
6806,mp-1097147,orthorhombic,mmm
6807,mp-1097148,orthorhombic,mmm
6808,mp-1097149,orthorhombic,mmm
6809,mp-1097150,orthorhombic,mmm
6810,mp-1097151,orthorhombic,mmm
6811,mp-1097152,orthorhombic,mmm
6812,mp-1097153,orthorhombic,mmm
6813,mp-1097154,orthorhombic,mmm
6814,mp-1097155,orthorhombic,mmm
6815,mp-1097156,orthorhombic,mmm
6816,mp-1097157,orthorhombic,mmm
6817,mp-1097158,orthorhombic,mmm
6818,mp-1097159,orthorhombic,mmm
6819,mp-1097160,orthorhombic,mmm
6820,mp-1097161,orthorhombic,mmm
6821,mp-1097162,orthorhombic,mmm
6822,mp-1097163,orthorhombic,mmm
6823,mp-1097164,orthorhombic,mmm
6824,mp-1097165,orthorhombic,mmm
6825,mp-1097166,orthorhombic,mmm
6826,mp-1097167,orthorhombic,mmm
6827,mp-1097168,orthorhombic,mmm
6828,mp-1097169,orthorhombic,mmm
6829,mp-1097170,orthorhombic,mmm
6830,mp-1097171,orthorhombic,mmm
6831,mp-1097172,orthorhombic,mmm
6832,mp-1097173,orthorhombic,mmm
6833,mp-1097174,orthorhombic,mmm
6834,mp-1097175,orthorhombic,mmm
6835,mp-1097176,orthorhombic,mmm
6836,mp-1097177,orthorhombic,mmm
6837,mp-1097178,orthorhombic,mmm
6838,mp-1097179,orthorhombic,mmm
6839,mp-1097180,orthorhombic,mmm
6840,mp-1097181,orthorhombic,mmm
6841,mp-1097182,orthorhombic,mmm
6842,mp-1097183,orthorhombic,mmm
6843,mp-1097184,orthorhombic,mmm
6844,mp-1097185,orthorhombic,mmm
6845,mp-1097186,orthorhombic,mmm
6846,mp-1097187,orthorhombic,mmm
6847,mp-1097188,orthorhombic,mmm
6848,mp-1097189,orthorhombic,mmm
6849,mp-1097190,orthorhombic,mmm
6850,mp-1097191,orthorhombic,mmm
6851,mp-1097192,orthorhombic,mmm
6852,mp-1097193,orthorhombic,mmm
6853,mp-1097194,orthorhombic,mmm
6854,mp-1097195,orthorhombic,mmm
6855,mp-1097196,orthorhombic,mmm
6856,mp-1097197,orthorhombic,mmm
6857,mp-1097198,orthorhombic,mmm
6858,mp-1097199,orthorhombic,mmm
6859,mp-1097200,orthorhombic,mmm
6860,mp-1097201,orthorhombic,mmm
6861,mp-1097202,orthorhombic,mmm
6862,mp-1097203,orthorhombic,mmm
6863,mp-1097204,orthorhombic,mmm
6864,mp-1097205,orthorhombic,mmm
6865,mp-1097206,orthorhombic,mmm
6866,mp-1097207,orthorhombic,mmm
6867,mp-1097208,orthorhombic,mmm
6868,mp-1097209,orthorhombic,mmm
6869,mp-1097210,orthorhombic,mmm
6870,mp-1097211,orthorhombic,mmm
6871,mp-1097212,orthorhombic,mmm
6872,mp-1097213,orthorhombic,mmm
6873,mp-1097214,orthorhombic,mmm
6874,mp-1097215,orthorhombic,mmm
6875,mp-1097216,orthorhombic,mmm
6876,mp-1097217,orthorhombic,mmm
6877,mp-1097218,orthorhombic,mmm
6878,mp-1097219,orthorhombic,mmm
6879,mp-1097220,orthorhombic,mmm
6880,mp-1097221,orthorhombic,mmm
6881,mp-1097222,orthorhombic,mmm
6882,mp-1097223,orthorhombic,mmm
6883,mp-1097224,orthorhombic,mmm
6884,mp-1097225,orthorhombic,mmm
6885,mp-1097226,orthorhombic,mmm
6886,mp-1097227,orthorhombic,mmm
6887,mp-1097228,orthorhombic,mmm
6888,mp-1097229,orthorhombic,mmm
6889,mp-1097230,orthorhombic,mmm
6890,mp-1097231,orthorhombic,mmm
6891,mp-1097232,orthorhombic,mmm
6892,mp-1097233,orthorhombic,mmm
6893,mp-1097234,orthorhombic,mmm
6894,mp-1097235,orthorhombic,mmm
6895,mp-1097236,orthorhombic,mmm
6896,mp-1097237,orthorhombic,mmm
6897,mp-1097238,orthorhombic,mmm
6898,mp-1097239,orthorhombic,mmm
6899,mp-1097240,orthorhombic,mmm
6900,mp-1097241,orthorhombic,mmm
6901,mp-1097242,orthorhombic,mmm
6902,mp-1097243,orthorhombic,mmm
6903,mp-1097244,orthorhombic,mmm
6904,mp-1097245,orthorhombic,mmm
6905,mp-1097246,orthorhombic,mmm
6906,mp-1097247,orthorhombic,mmm
6907,mp-1097248,orthorhombic,mmm
6908,mp-1097249,orthorhombic,mmm
6909,mp-1097250,orthorhombic,mmm
6910,mp-1097251,orthorhombic,mmm
6911,mp-1097252,orthorhombic,mmm
6912,mp-1097253,orthorhombic,mmm
6913,mp-1097254,orthorhombic,mmm
6914,mp-1097255,orthorhombic,mmm
6915,mp-1097256,orthorhombic,mmm
6916,mp-1097257,orthorhombic,mmm
6917,mp-1097258,orthorhombic,mmm
6918,mp-1097259,orthorhombic,mmm
6919,mp-1097260,orthorhombic,mmm
6920,mp-1097261,orthorhombic,mmm
6921,mp-1097262,orthorhombic,mmm
6922,mp-1097263,orthorhombic,mmm
6923,mp-1097264,orthorhombic,mmm
6924,mp-1097265,orthorhombic,mmm
6925,mp-1097266,orthorhombic,mmm
6926,mp-1097267,orthorhombic,mmm
6927,mp-1097268,orthorhombic,mmm
6928,mp-1097269,,
6929,mp-1097270,orthorhombic,mmm
6930,mp-1097271,orthorhombic,mmm
6931,mp-1097272,orthorhombic,mmm
6932,mp-1097273,orthorhombic,mmm
6933,mp-1097274,orthorhombic,mmm
6934,mp-1097275,orthorhombic,mmm
6935,mp-1097276,orthorhombic,mmm
6936,mp-1097277,orthorhombic,mmm
6937,mp-1097278,orthorhombic,mmm
6938,mp-1097279,orthorhombic,mmm
6939,mp-1097280,orthorhombic,mmm
6940,mp-1097281,orthorhombic,mmm
6941,mp-1097282,orthorhombic,mmm
6942,mp-1097283,orthorhombic,mmm
6943,mp-1097284,orthorhombic,mmm
6944,mp-1097285,orthorhombic,mmm
6945,mp-1097286,orthorhombic,mmm
6946,mp-1097287,orthorhombic,mmm
6947,mp-1097288,orthorhombic,mmm
6948,mp-1097289,orthorhombic,mmm
6949,mp-1097290,orthorhombic,mmm
6950,mp-1097291,orthorhombic,mmm
6951,mp-1097292,orthorhombic,mmm
6952,mp-1097293,orthorhombic,mmm
6953,mp-1097294,orthorhombic,mmm
6954,mp-1097295,orthorhombic,mmm
6955,mp-1097296,orthorhombic,mmm
6956,mp-1097297,orthorhombic,mmm
6957,mp-1097298,orthorhombic,mmm
6958,mp-1097299,orthorhombic,mmm
6959,mp-1097300,orthorhombic,mmm
6960,mp-1097301,orthorhombic,mmm
6961,mp-1097302,orthorhombic,mmm
6962,mp-1097303,orthorhombic,mmm
6963,mp-1097304,orthorhombic,mmm
6964,mp-1097305,orthorhombic,mmm
6965,mp-1097306,orthorhombic,mmm
6966,mp-1097307,orthorhombic,mmm
6967,mp-1097308,orthorhombic,mmm
6968,mp-1097309,orthorhombic,mmm
6969,mp-1097310,orthorhombic,mmm
6970,mp-1097311,orthorhombic,mmm
6971,mp-1097312,orthorhombic,mmm
6972,mp-1097313,orthorhombic,mmm
6973,mp-1097314,monoclinic,2/m
6974,mp-1097315,orthorhombic,mmm
6975,mp-1097316,orthorhombic,mmm
6976,mp-1097317,orthorhombic,mmm
6977,mp-1097318,orthorhombic,mmm
6978,mp-1097319,orthorhombic,mmm
6979,mp-1097320,orthorhombic,mmm
6980,mp-1097321,orthorhombic,mmm
6981,mp-1097322,orthorhombic,mmm
6982,mp-1097323,orthorhombic,mmm
6983,mp-1097324,orthorhombic,mmm
6984,mp-1097325,orthorhombic,mmm
6985,mp-1097326,orthorhombic,mmm
6986,mp-1097327,orthorhombic,mmm
6987,mp-1097328,orthorhombic,mmm
6988,mp-1097329,orthorhombic,mmm
6989,mp-1097330,orthorhombic,mmm
6990,mp-1097331,orthorhombic,mmm
6991,mp-1097332,orthorhombic,mmm
6992,mp-1097333,,
6993,mp-1097334,,
6994,mp-1097335,orthorhombic,mmm
6995,mp-1097336,orthorhombic,mmm
6996,mp-1097337,orthorhombic,mmm
6997,mp-1097338,orthorhombic,mmm
6998,mp-1097339,orthorhombic,mmm
6999,mp-1097340,orthorhombic,mmm
7000,mp-1097341,orthorhombic,mmm
7001,mp-1097342,orthorhombic,mmm
7002,mp-1097343,orthorhombic,mmm
7003,mp-1097344,orthorhombic,mmm
7004,mp-1097345,orthorhombic,mmm
7005,mp-1097346,orthorhombic,mmm
7006,mp-1097347,orthorhombic,mmm
7007,mp-1097348,orthorhombic,mmm
7008,mp-1097349,orthorhombic,mmm
7009,mp-1097350,orthorhombic,mmm
7010,mp-1097351,orthorhombic,mmm
7011,mp-1097352,orthorhombic,mmm
7012,mp-1097353,orthorhombic,mmm
7013,mp-1097354,orthorhombic,mmm
7014,mp-1097355,orthorhombic,mmm
7015,mp-1097356,orthorhombic,mmm
7016,mp-1097357,orthorhombic,mmm
7017,mp-1097358,orthorhombic,mmm
7018,mp-1097359,orthorhombic,mmm
7019,mp-1097360,orthorhombic,mmm
7020,mp-1097361,orthorhombic,mmm
7021,mp-1097362,orthorhombic,mmm
7022,mp-1097363,orthorhombic,mmm
7023,mp-1097364,orthorhombic,mmm
7024,mp-1097365,orthorhombic,mmm
7025,mp-1097366,orthorhombic,mmm
7026,mp-1097367,orthorhombic,mmm
7027,mp-1097368,orthorhombic,mmm
7028,mp-1097369,orthorhombic,mmm
7029,mp-1097370,orthorhombic,mmm
7030,mp-1097371,orthorhombic,mmm
7031,mp-1097372,orthorhombic,mmm
7032,mp-1097373,orthorhombic,mmm
7033,mp-1097374,orthorhombic,mmm
7034,mp-1097375,orthorhombic,mmm
7035,mp-1097376,orthorhombic,mmm
7036,mp-1097377,orthorhombic,mmm
7037,mp-1097378,orthorhombic,mmm
7038,mp-1097379,orthorhombic,mmm
7039,mp-1097380,orthorhombic,mmm
7040,mp-1097381,orthorhombic,mmm
7041,mp-1097382,orthorhombic,mmm
7042,mp-1097383,orthorhombic,mmm
7043,mp-1097384,orthorhombic,mmm
7044,mp-1097385,orthorhombic,mmm
7045,mp-1097386,orthorhombic,mmm
7046,mp-1097387,orthorhombic,mmm
7047,mp-1097388,orthorhombic,mmm
7048,mp-1097389,orthorhombic,mmm
7049,mp-1097390,orthorhombic,mmm
7050,mp-1097391,orthorhombic,mmm
7051,mp-1097392,orthorhombic,mmm
7052,mp-1097393,orthorhombic,mmm
7053,mp-1097394,orthorhombic,mmm
7054,mp-1097395,orthorhombic,mmm
7055,mp-1097396,orthorhombic,mmm
7056,mp-1097397,orthorhombic,mmm
7057,mp-1097398,orthorhombic,mmm
7058,mp-1097399,orthorhombic,mmm
7059,mp-1097400,orthorhombic,mmm
7060,mp-1097401,orthorhombic,mmm
7061,mp-1097402,orthorhombic,mmm
7062,mp-1097403,orthorhombic,mmm
7063,mp-1097404,orthorhombic,mmm
7064,mp-1097405,orthorhombic,mmm
7065,mp-1097406,orthorhombic,mmm
7066,mp-1097407,orthorhombic,mmm
7067,mp-1097408,orthorhombic,mmm
7068,mp-1097409,orthorhombic,mmm
7069,mp-1097410,orthorhombic,mmm
7070,mp-1097411,orthorhombic,mmm
7071,mp-1097412,orthorhombic,mmm
7072,mp-1097413,orthorhombic,mmm
7073,mp-1097414,orthorhombic,mmm
7074,mp-1097415,orthorhombic,mmm
7075,mp-1097416,orthorhombic,mmm
7076,mp-1097417,orthorhombic,mmm
7077,mp-1097418,orthorhombic,mmm
7078,mp-1097419,orthorhombic,mmm
7079,mp-1097420,orthorhombic,mmm
7080,mp-1097421,,
7081,mp-1097422,,
7082,mp-1097423,orthorhombic,mmm
7083,mp-1097424,orthorhombic,mmm
7084,mp-1097425,orthorhombic,mmm
7085,mp-1097426,orthorhombic,mmm
7086,mp-1097427,orthorhombic,mmm
7087,mp-1097428,orthorhombic,mmm
7088,mp-1097429,orthorhombic,mmm
7089,mp-1097430,orthorhombic,mmm
7090,mp-1097431,orthorhombic,mmm
7091,mp-1097432,orthorhombic,mmm
7092,mp-1097433,orthorhombic,mmm
7093,mp-1097434,orthorhombic,mmm
7094,mp-1097435,orthorhombic,mmm
7095,mp-1097436,orthorhombic,mmm
7096,mp-1097437,orthorhombic,mmm
7097,mp-1097438,orthorhombic,mmm
7098,mp-1097439,orthorhombic,mmm
7099,mp-1097440,orthorhombic,mmm
7100,mp-1097441,orthorhombic,mmm
7101,mp-1097442,orthorhombic,mmm
7102,mp-1097443,orthorhombic,mmm
7103,mp-1097444,orthorhombic,mmm
7104,mp-1097445,orthorhombic,mmm
7105,mp-1097446,orthorhombic,mmm
7106,mp-1097447,orthorhombic,mmm
7107,mp-1097448,orthorhombic,mmm
7108,mp-1097449,orthorhombic,mmm
7109,mp-1097450,orthorhombic,mmm
7110,mp-1097451,orthorhombic,mmm
7111,mp-1097452,orthorhombic,mmm
7112,mp-1097453,orthorhombic,mmm
7113,mp-1097454,orthorhombic,mmm
7114,mp-1097455,orthorhombic,mmm
7115,mp-1097456,orthorhombic,mmm
7116,mp-1097457,orthorhombic,mmm
7117,mp-1097458,orthorhombic,mmm
7118,mp-1097459,orthorhombic,mmm
7119,mp-1097460,orthorhombic,mmm
7120,mp-1097461,orthorhombic,mmm
7121,mp-1097462,orthorhombic,mmm
7122,mp-1097463,orthorhombic,mmm
7123,mp-1097464,orthorhombic,mmm
7124,mp-1097465,orthorhombic,mmm
7125,mp-1097466,orthorhombic,mmm
7126,mp-1097467,orthorhombic,mmm
7127,mp-1097468,orthorhombic,mmm
7128,mp-1097469,orthorhombic,mmm
7129,mp-1097470,orthorhombic,mmm
7130,mp-1097471,orthorhombic,mmm
7131,mp-1097472,orthorhombic,mmm
7132,mp-1097473,orthorhombic,mmm
7133,mp-1097474,orthorhombic,mmm
7134,mp-1097475,orthorhombic,mmm
7135,mp-1097476,orthorhombic,mmm
7136,mp-1097477,orthorhombic,mmm
7137,mp-1097478,orthorhombic,mmm
7138,mp-1097479,orthorhombic,mmm
7139,mp-1097480,orthorhombic,mmm
7140,mp-1097481,orthorhombic,mmm
7141,mp-1097482,orthorhombic,mmm
7142,mp-1097483,orthorhombic,mmm
7143,mp-1097484,orthorhombic,mmm
7144,mp-1097485,orthorhombic,mmm
7145,mp-1097486,orthorhombic,mmm
7146,mp-1097487,orthorhombic,mmm
7147,mp-1097488,orthorhombic,mmm
7148,mp-1097489,orthorhombic,mmm
7149,mp-1097490,orthorhombic,mmm
7150,mp-1097491,orthorhombic,mmm
7151,mp-1097492,orthorhombic,mmm
7152,mp-1097493,orthorhombic,mmm
7153,mp-1097494,orthorhombic,mmm
7154,mp-1097495,orthorhombic,mmm
7155,mp-1097496,orthorhombic,mmm
7156,mp-1097497,orthorhombic,mmm
7157,mp-1097498,orthorhombic,mmm
7158,mp-1097499,orthorhombic,mmm
7159,mp-1097500,orthorhombic,mmm
7160,mp-1097501,orthorhombic,mmm
7161,mp-1097502,orthorhombic,mmm
7162,mp-1097503,orthorhombic,mmm
7163,mp-1097504,orthorhombic,mmm
7164,mp-1097505,orthorhombic,mmm
7165,mp-1097506,orthorhombic,mmm
7166,mp-1097507,orthorhombic,mmm
7167,mp-1097508,orthorhombic,mmm
7168,mp-1097509,orthorhombic,mmm
7169,mp-1097510,orthorhombic,mmm
7170,mp-1097511,orthorhombic,mmm
7171,mp-1097512,orthorhombic,mmm
7172,mp-1097513,orthorhombic,mmm
7173,mp-1097514,orthorhombic,mmm
7174,mp-1097515,orthorhombic,mmm
7175,mp-1097516,orthorhombic,mmm
7176,mp-1097517,orthorhombic,mmm
7177,mp-1097518,orthorhombic,mmm
7178,mp-1097519,orthorhombic,mmm
7179,mp-1097520,orthorhombic,mmm
7180,mp-1097521,orthorhombic,mmm
7181,mp-1097522,orthorhombic,mmm
7182,mp-1097523,orthorhombic,mmm
7183,mp-1097524,orthorhombic,mmm
7184,mp-1097525,orthorhombic,mmm
7185,mp-1097526,orthorhombic,mmm
7186,mp-1097527,orthorhombic,mmm
7187,mp-1097528,orthorhombic,mmm
7188,mp-1097529,orthorhombic,mmm
7189,mp-1097530,orthorhombic,mmm
7190,mp-1097531,orthorhombic,mmm
7191,mp-1097532,orthorhombic,mmm
7192,mp-1097533,orthorhombic,mmm
7193,mp-1097534,orthorhombic,mmm
7194,mp-1097535,orthorhombic,mmm
7195,mp-1097536,orthorhombic,mmm
7196,mp-1097537,orthorhombic,mmm
7197,mp-1097538,orthorhombic,mmm
7198,mp-1097539,orthorhombic,mmm
7199,mp-1097540,orthorhombic,mmm
7200,mp-1097541,orthorhombic,mmm
7201,mp-1097542,orthorhombic,mmm
7202,mp-1097543,orthorhombic,mmm
7203,mp-1097544,orthorhombic,mmm
7204,mp-1097545,orthorhombic,mmm
7205,mp-1097546,orthorhombic,mmm
7206,mp-1097547,orthorhombic,mmm
7207,mp-1097548,orthorhombic,mmm
7208,mp-1097549,orthorhombic,mmm
7209,mp-1097550,orthorhombic,mmm
7210,mp-1097551,orthorhombic,mmm
7211,mp-1097552,orthorhombic,mmm
7212,mp-1097553,orthorhombic,mmm
7213,mp-1097554,orthorhombic,mmm
7214,mp-1097555,orthorhombic,mmm
7215,mp-1097556,orthorhombic,mmm
7216,mp-1097557,orthorhombic,mmm
7217,mp-1097558,orthorhombic,mmm
7218,mp-1097559,orthorhombic,mmm
7219,mp-1097560,orthorhombic,mmm
7220,mp-1097561,orthorhombic,mmm
7221,mp-1097562,orthorhombic,mmm
7222,mp-1097563,orthorhombic,mmm
7223,mp-1097564,orthorhombic,mmm
7224,mp-1097565,orthorhombic,mmm
7225,mp-1097566,orthorhombic,mmm
7226,mp-1097567,orthorhombic,mmm
7227,mp-1097568,orthorhombic,mmm
7228,mp-1097569,orthorhombic,mmm
7229,mp-1097570,orthorhombic,mmm
7230,mp-1097571,orthorhombic,mmm
7231,mp-1097572,orthorhombic,mmm
7232,mp-1097573,orthorhombic,mmm
7233,mp-1097574,orthorhombic,mmm
7234,mp-1097575,orthorhombic,mmm
7235,mp-1097576,orthorhombic,mmm
7236,mp-1097577,orthorhombic,mmm
7237,mp-1097578,orthorhombic,mmm
7238,mp-1097579,orthorhombic,mmm
7239,mp-1097580,orthorhombic,mmm
7240,mp-1097581,orthorhombic,mmm
7241,mp-1097582,orthorhombic,mmm
7242,mp-1097583,orthorhombic,mmm
7243,mp-1097584,orthorhombic,mmm
7244,mp-1097585,orthorhombic,mmm
7245,mp-1097586,orthorhombic,mmm
7246,mp-1097587,orthorhombic,mmm
7247,mp-1097588,orthorhombic,mmm
7248,mp-1097589,orthorhombic,mmm
7249,mp-1097590,orthorhombic,mmm
7250,mp-1097591,orthorhombic,mmm
7251,mp-1097592,orthorhombic,mmm
7252,mp-1097593,orthorhombic,mmm
7253,mp-1097594,orthorhombic,mmm
7254,mp-1097595,orthorhombic,mmm
7255,mp-1097596,orthorhombic,mmm
7256,mp-1097597,orthorhombic,mmm
7257,mp-1097598,orthorhombic,mmm
7258,mp-1097599,orthorhombic,mmm
7259,mp-1097600,orthorhombic,mmm
7260,mp-1097601,orthorhombic,mmm
7261,mp-1097602,orthorhombic,mmm
7262,mp-1097603,orthorhombic,mmm
7263,mp-1097604,orthorhombic,mmm
7264,mp-1097605,orthorhombic,mmm
7265,mp-1097606,orthorhombic,mmm
7266,mp-1097607,orthorhombic,mmm
7267,mp-1097608,orthorhombic,mmm
7268,mp-1097609,orthorhombic,mmm
7269,mp-1097610,,
7270,mp-1097611,,
7271,mp-1097612,orthorhombic,mmm
7272,mp-1097613,orthorhombic,mmm
7273,mp-1097614,orthorhombic,mmm
7274,mp-1097615,orthorhombic,mmm
7275,mp-1097616,orthorhombic,mmm
7276,mp-1097617,orthorhombic,mmm
7277,mp-1097618,orthorhombic,mmm
7278,mp-1097619,,
7279,mp-1097620,,
7280,mp-1097621,orthorhombic,mmm
7281,mp-1097622,orthorhombic,mmm
7282,mp-1097623,orthorhombic,mmm
7283,mp-1097624,orthorhombic,mmm
7284,mp-1097625,orthorhombic,mmm
7285,mp-1097626,orthorhombic,mmm
7286,mp-1097627,orthorhombic,mmm
7287,mp-1097628,orthorhombic,mmm
7288,mp-1097629,orthorhombic,mmm
7289,mp-1097630,orthorhombic,mmm
7290,mp-1097631,orthorhombic,mmm
7291,mp-1097632,orthorhombic,mmm
7292,mp-1097633,orthorhombic,mmm
7293,mp-1097634,orthorhombic,mmm
7294,mp-1097635,orthorhombic,mmm
7295,mp-1097636,orthorhombic,mmm
7296,mp-1097637,orthorhombic,mmm
7297,mp-1097638,orthorhombic,mmm
7298,mp-1097640,orthorhombic,mmm
7299,mp-1097641,orthorhombic,mmm
7300,mp-1097642,orthorhombic,mmm
7301,mp-1097643,orthorhombic,mmm
7302,mp-1097644,orthorhombic,mmm
7303,mp-1097645,orthorhombic,mmm
7304,mp-1097646,orthorhombic,mmm
7305,mp-1097647,orthorhombic,mmm
7306,mp-1097648,orthorhombic,mmm
7307,mp-1097649,orthorhombic,mmm
7308,mp-1097650,orthorhombic,mmm
7309,mp-1097651,orthorhombic,mmm
7310,mp-1097652,orthorhombic,mmm
7311,mp-1097653,orthorhombic,mmm
7312,mp-1097654,orthorhombic,mmm
7313,mp-1097655,orthorhombic,mmm
7314,mp-1097656,orthorhombic,mmm
7315,mp-1097657,orthorhombic,mmm
7316,mp-1097658,orthorhombic,mmm
7317,mp-1097659,orthorhombic,mmm
7318,mp-1097660,orthorhombic,mmm
7319,mp-1097661,orthorhombic,mmm
7320,mp-1097662,orthorhombic,mmm
7321,mp-1097663,orthorhombic,mmm
7322,mp-1097664,orthorhombic,mmm
7323,mp-1097665,orthorhombic,mmm
7324,mp-1097666,orthorhombic,mmm
7325,mp-1097667,orthorhombic,mmm
7326,mp-1097668,orthorhombic,mmm
7327,mp-1097669,orthorhombic,mmm
7328,mp-1097670,orthorhombic,mmm
7329,mp-1097671,orthorhombic,mmm
7330,mp-1097672,orthorhombic,mmm
7331,mp-1097673,orthorhombic,mmm
7332,mp-1097674,orthorhombic,mmm
7333,mp-1097675,orthorhombic,mmm
7334,mp-1097676,orthorhombic,mmm
7335,mp-1097677,orthorhombic,mmm
7336,mp-1097678,orthorhombic,mmm
7337,mp-1097679,orthorhombic,mmm
7338,mp-1097680,orthorhombic,mmm
7339,mp-1097681,orthorhombic,mmm
7340,mp-1097682,orthorhombic,mmm
7341,mp-1097683,orthorhombic,mmm
7342,mp-1097684,orthorhombic,mmm
7343,mp-1097685,orthorhombic,mmm
7344,mp-1097702,orthorhombic,mmm
7345,mp-1097709,triclinic,1
7346,mp-1097725,cubic,m-3m
7347,mp-1097767,monoclinic,m
7348,mp-1097773,orthorhombic,mmm
7349,mp-1097794,trigonal,-3m
7350,mp-1097803,trigonal,32
7351,mp-1097832,orthorhombic,mmm
7352,mp-1097873,monoclinic,2/m
7353,mp-1097884,orthorhombic,mmm
7354,mp-1097888,monoclinic,2
7355,mp-1097889,tetragonal,4/mmm
7356,mp-1097916,cubic,m-3m
7357,mp-1097917,triclinic,1
7358,mp-1097924,hexagonal,-6m2
7359,mp-1097929,hexagonal,6mm
7360,mp-1097933,monoclinic,2/m
7361,mp-1098049,monoclinic,m
7362,mp-1098071,orthorhombic,mm2
7363,mp-1098076,orthorhombic,mm2
7364,mp-1098079,orthorhombic,mm2
7365,mp-1098082,monoclinic,m
7366,mp-10981,cubic,-43m
7367,mp-1098122,hexagonal,-6m2
7368,mp-1098134,orthorhombic,mm2
7369,mp-1098156,tetragonal,4/mmm
7370,mp-1098205,orthorhombic,mm2
7371,mp-1098241,tetragonal,4/mmm
7372,mp-1098251,tetragonal,4/mmm
7373,mp-1098253,orthorhombic,mm2
7374,mp-1098256,orthorhombic,mm2
7375,mp-1098280,orthorhombic,mm2
7376,mp-1098289,orthorhombic,mm2
7377,mp-1098297,orthorhombic,mmm
7378,mp-1098323,orthorhombic,mm2
7379,mp-1098327,orthorhombic,mm2
7380,mp-1098328,orthorhombic,mm2
7381,mp-1098698,orthorhombic,mmm
7382,mp-1098699,,
7383,mp-1098700,,
7384,mp-1098702,hexagonal,6/mmm
7385,mp-1098706,hexagonal,6/mmm
7386,mp-10988,trigonal,-3m
7387,mp-10989,trigonal,-3m
7388,mp-1099,orthorhombic,mmm
7389,mp-10991,tetragonal,4/mmm
7390,mp-1099107,orthorhombic,mm2
7391,mp-1099109,orthorhombic,mm2
7392,mp-1099110,orthorhombic,mm2
7393,mp-1099111,orthorhombic,mm2
7394,mp-1099112,orthorhombic,mm2
7395,mp-1099114,orthorhombic,mm2
7396,mp-1099117,orthorhombic,mm2
7397,mp-1099118,orthorhombic,mm2
7398,mp-1099119,orthorhombic,mm2
7399,mp-10992,tetragonal,4/mmm
7400,mp-1099244,cubic,m-3m
7401,mp-1099245,cubic,m-3m
7402,mp-1099246,cubic,m-3m
7403,mp-1099248,cubic,m-3m
7404,mp-1099249,cubic,m-3m
7405,mp-1099250,cubic,m-3m
7406,mp-1099251,cubic,m-3m
7407,mp-1099252,cubic,m-3m
7408,mp-1099254,cubic,m-3m
7409,mp-1099255,cubic,m-3m
7410,mp-1099256,cubic,m-3m
7411,mp-1099257,cubic,m-3m
7412,mp-1099258,cubic,m-3m
7413,mp-1099259,cubic,m-3m
7414,mp-1099264,orthorhombic,mm2
7415,mp-1099265,orthorhombic,mm2
7416,mp-1099266,orthorhombic,mm2
7417,mp-1099267,orthorhombic,mm2
7418,mp-1099268,orthorhombic,mm2
7419,mp-1099269,orthorhombic,mm2
7420,mp-1099270,orthorhombic,mm2
7421,mp-1099271,orthorhombic,mm2
7422,mp-1099272,orthorhombic,mm2
7423,mp-1099273,orthorhombic,mm2
7424,mp-1099274,orthorhombic,mm2
7425,mp-1099275,,
7426,mp-1099276,,
7427,mp-1099277,orthorhombic,mm2
7428,mp-1099278,orthorhombic,mm2
7429,mp-1099279,orthorhombic,mm2
7430,mp-1099280,orthorhombic,mm2
7431,mp-1099281,orthorhombic,mm2
7432,mp-1099282,orthorhombic,mm2
7433,mp-1099284,orthorhombic,mm2
7434,mp-1099285,orthorhombic,mm2
7435,mp-1099286,orthorhombic,mm2
7436,mp-1099287,orthorhombic,mm2
7437,mp-1099288,orthorhombic,mm2
7438,mp-1099290,orthorhombic,mm2
7439,mp-1099292,orthorhombic,mm2
7440,mp-1099293,orthorhombic,mm2
7441,mp-1099294,orthorhombic,mm2
7442,mp-1099295,orthorhombic,mm2
7443,mp-1099296,orthorhombic,mm2
7444,mp-1099297,orthorhombic,mm2
7445,mp-1099298,orthorhombic,mm2
7446,mp-1099299,orthorhombic,mm2
7447,mp-10993,tetragonal,4/mmm
7448,mp-1099300,orthorhombic,mm2
7449,mp-1099301,orthorhombic,mm2
7450,mp-1099302,orthorhombic,mm2
7451,mp-1099304,orthorhombic,mm2
7452,mp-1099305,orthorhombic,mm2
7453,mp-1099306,orthorhombic,mm2
